CreatedAt,Text,SentimentPct,Location,ImageUrl
02/29/2020 18:01:31,"@BernieSanders Support Bernie by tonight everyone and let's fund and push this campaign to victory over the prevailing corrupted establishnent!!! 

#notmeus #SCPrimary #SCprimary2020 #CaliforniaPrimary #caprimary #TrumpVirus #nashvile #chicago #Miami #losangeles #boston #nyc #denver #seattle https://t.co/rZtqHeS14E",0.368609,"Atlanta, GA",https://pbs.twimg.com/media/ER9jkAsX0AEucKD.jpg
02/29/2020 17:23:19,#Bernie2020 #MEDICAREFORALL #NoIncrementalism #HelloSomebody #NoMiddleGround #CaliforniaPrimary https://t.co/4J6x8yfWzq,0.4416665,"Rural Tennessee ",https://pbs.twimg.com/media/ER9bC6VXYAYiAeZ.jpg
02/29/2020 16:47:03,"If anyone here lives in the East Bay or the Bay Area, we're going to knock on doors in CoCo county today! First shift about to begin! #Bernie2020 #CaliforniaPrimary https://t.co/ZfmOVKP1lY",0.3260263,"San Francisco, CA",
02/29/2020 16:27:43,"HEED THE WARNING #Bernie2020 #BernieSanders 
#BernieSanders2020 
#Warren2020 #Democrats #Democrats2020#SuperTuesday #SouthCarolinaPrimary 
#TEXAS #CaliforniaPrimary 
#California #TexasPrimary https://t.co/eP6WJqLKxA",0.74963975,"Monrovia, Ca",
02/29/2020 16:02:49,"https://t.co/y4ZwIBLiDc

#Bernie2020 
#BernieBeatsTrump 
#2020election 
#Democrats 
#Election2020 
#BernieSanders 
#CaliforniaPrimary",0.9571546,,
02/29/2020 14:47:06,"#NotMeUs  #vote #CaliforniaPrimary
https://t.co/IEMbNUR8hK",0.02625001,"Los Angeles ",
02/29/2020 14:36:47,#BernieSanders #BernieBeatsTrump #SouthCarolinaPrimary #CaliforniaPrimary #TexasPrimary #SuperTuesday https://t.co/aK0f7urDHg,0.9711987,,
02/29/2020 14:34:12,"https://t.co/IEMbNUzwTa 
#NotMeUs #vote #CaliforniaPrimary https://t.co/CiV2f0kv5L",0.12663637,"Los Angeles ",https://pbs.twimg.com/media/ER80W5_U8AArfsd.jpg
02/29/2020 14:04:20,⬇️ #BernieSanders2020 #Bernie #SuperTuesday #BernieSanders #Vote2020 #Democrats2020 #Democrats #California #CaliforniaForBernie #CAprimary #CA #LA #LosAngeles #SouthCarolina #NeverBloomberg #CNN #CaliforniaPrimary #BernieInTX #SCPrimary #SouthCarolinaForBernie #TexasPrimary ⬇️ggg https://t.co/FtfpmZAFsv,0.55683625,"Nashville, TN",
02/29/2020 13:59:51,⬇️ #BernieSanders2020 #Bernie #SuperTuesday #BernieSanders #Vote2020 #Democrats2020 #Democrats #California #CaliforniaForBernie #CAprimary #CA #LA #LosAngeles #SouthCarolina #NeverBloomberg #CNN #CaliforniaPrimary #BernieInTX #SCPrimary #SouthCarolinaForBernie #TexasPrimary ⬇️--- https://t.co/kQhxpaRan4,0.5053343,"Nashville, TN",
02/29/2020 13:29:59,#BernieSanders #BernieSanders2020 #BernieSandersForPresident #SouthCarolinaPrimary #SuperTuesday #CaliforniaPrimary #TexasPrimary https://t.co/EsqdjiQdk1,0.9120487,,
